item;itemLabel;doi;isbn;arxiv;pmid;doi_score;readers_count;cited_by_tweeters_count;cited_by_accounts_count;cited_by_posts_count;cited_by_msm_count;cited_by_feeds_count;cited_by_fbwalls_count;cited_by_gplus_count;cited_by_videos_count;cited_by_rdts;arxiv_id;cited_by_wikipedia_count
http://www.wikidata.org/entity/Q98799534;Fractal Analyses of Networks of Integrate-and-Fire Stochastic Spiking Neurons;10.1007/978-3-319-73198-8_14;;1801.08087;0;0.50;19;2;2;2;0;0;0;0;0;0;1801.08087;0
http://www.wikidata.org/entity/Q98799536;Hydrodynamic Limit for Interacting Neurons;10.1007/S10955-014-1145-1;;1401.4264;0;4.75;17;4;8;9;0;0;1;0;0;0;1401.4264;3
http://www.wikidata.org/entity/Q98799538;Stochastically Perturbed Chains of Variable Memory;10.1007/S10955-015-1227-8;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q98799540;A Stochastic System with Infinite Interacting Components to Model the Time Evolution of the Membrane Potentials of a Population of Neurons;10.1007/S10955-016-1490-3;;1505.00045;0;4.00;4;3;5;5;0;0;0;0;0;0;1505.00045;2
http://www.wikidata.org/entity/Q98799542;Phase Transition for Infinite Systems of Spiking Neurons;10.1007/S10955-018-2118-6;;1802.07829;0;0.75;5;2;3;3;0;0;1;0;0;0;1802.07829;0
http://www.wikidata.org/entity/Q98799544;A Result of Metastability for an Infinite System of Spiking Neurons;10.1007/S10955-019-02402-4;;1905.07053;0;0.25;1;1;1;1;0;0;0;0;0;0;1905.07053;0
http://www.wikidata.org/entity/Q98799546;Modified Log-Sobolev Inequality for a Compact Pure Jump Markov Process with Degenerate Jumps;10.1007/S10955-020-02506-2;;1906.04855;0;1.25;1;2;2;2;0;0;0;0;0;0;1906.04855;0
http://www.wikidata.org/entity/Q98799548;Non-parametric estimation of the spiking rate in systems of interacting neurons;10.1007/S11203-016-9150-4;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q98799550;Synaptic balance due to homeostatically self-organized quasicritical dynamics;10.1103/PHYSREVRESEARCH.2.012042;;2002.09117;0;2.00;26;5;5;5;0;0;0;0;0;0;1906.05624;0
http://www.wikidata.org/entity/Q98799552;Physics of psychophysics: Large dynamic range in critical square lattices of spiking neurons;10.1103/PHYSREVRESEARCH.2.033057;;2006.11254;0;1.25;11;3;3;3;0;0;0;0;0;0;2006.11254;0
http://www.wikidata.org/entity/Q98799554;Modelos de redes neurais com neurônios estocásticos e diferentes topologias: construção e análise;10.11606/D.59.2019.TDE-20092019-142746;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q98799556;Estimating the interaction graph of stochastic neural dynamics;10.3150/17-BEJ1006;;1604.00419;0;0.50;9;2;2;2;0;0;0;0;0;0;1604.00419;0
http://www.wikidata.org/entity/Q98799558;A stochastic version of the Potjans-Diesmann cortical column model;10.3389/CONF.FNINF.2016.20.00060;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q98799560;Self-Organized Supercriticality and Oscillations in Networks of Stochastic Spiking Neurons;10.3390/E19080399;;1705.08549;0;0.25;31;1;1;1;0;0;0;0;0;0;1705.08549;0
http://www.wikidata.org/entity/Q98799561;Poincaré-Type Inequalities for Compact Degenerate Pure Jump Markov Processes;10.3390/MATH7060518;;1803.10745;0;0.25;0;1;1;1;0;0;0;0;0;0;1803.10745;0
http://www.wikidata.org/entity/Q98828638;Asymptotically Deterministic Time of Extinction for a Stochastic System of Spiking Neurons;;;1910.00055v2;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q98834541;On a toy model of interacting neurons;10.1214/15-AIHP701;;1410.3263;0;3.00;16;0;1;1;0;0;0;0;0;0;0;1
http://www.wikidata.org/entity/Q98834547;Absolute continuity of the invariant measure in Piecewise Deterministic Markov Processes having degenerate jumps;;;1601.07123;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q98839655;Hydrodynamic Limit for Spatially Structured Interacting Neurons;10.1007/S10955-015-1366-Y;;1503.05974;0;0.50;10;2;2;2;0;0;0;0;0;0;1503.05974;0
http://www.wikidata.org/entity/Q98839658;A System of Interacting Neurons with Short Term Synaptic Facilitation;10.1007/S10955-019-02467-1;;1903.01270;0;0.25;12;1;1;1;0;0;0;0;0;0;1903.01270;0
http://www.wikidata.org/entity/Q98839677;Self-sustained activity of low firing rate in balanced networks;10.1016/J.PHYSA.2019.122671;;1809.01020;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q98839683;Mean field limits for nonlinear spatially extended Hawkes processes with exponential memory kernels;10.1016/J.SPA.2018.02.007;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q98839696;Stability, convergence to equilibrium and simulation of non-linear Hawkes processes with memory kernels given by the sum of Erlang kernels;10.1051/PS/2019005;;1610.03300;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q98839741;Identifying Interacting Pairs of Sites in Ising Models on a Countable Set;10.1214/14-BJPS279;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q98839757;Aplicações da teoria da informação à neurociência;10.1590/1806-9126-RBEF-2018-0197;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q98839765;Retrieving a Context Tree from EEG Data;10.3390/MATH7050427;;;0;8.25;16;0;2;2;1;0;1;0;0;0;0;0
http://www.wikidata.org/entity/Q98840095;Reimplementation of the Potjans-Diesmann cortical microcircuit model: from NEST to Brian;10.1101/248401;;;0;1.00;6;2;3;3;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q99520971;Blurred stochastic chains;;;1611.00409;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q99520973;Metastability and Multiscale Extinction Time on a Finite System of Interacting Stochastic Chains;;;1812.09409;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q99520974;A numerical study of the time of extinction in a class of systems of spiking neurons;10.1007/S10955-022-03060-9;;1911.02609;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q99520975;Limit theorems for chains with unbounded variable length memory which satisfy Cramer condition;;;1911.06778;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q99520978;Subsampled directed-percolation models explain scaling relations experimentally observed in the brain;10.3389/FNCIR.2020.576727;;2007.13813;33519388;10.75;34;4;5;5;1;0;0;0;0;0;2007.13813;0
http://www.wikidata.org/entity/Q99520979;Fingerprints of data compression in EEG sequences;;;2008.10760;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q99520980;Stochastic models in neurobiology: from a multiunitary regime to EEG data;;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q99520981;Spiking neurons: interacting Hawkes processes, mean field limits and oscillations;10.1051/PROC/201760090;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q99520982;Emergência de flutuações de atividade em modelos de redes corticais com populações neurais heterogêneas;10.11606/T.59.2019.TDE-18012019-095012;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q100152359;Large deviations for cascades of diffusions arising in oscillating systems of interacting Hawkes processes;10.1007/S10959-017-0789-6;;1709.09356;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q100734476;Anticipated synchronization in human EEG data: Unidirectional causality with negative phase lag;10.1103/PHYSREVE.102.032216;;2008.11167;33075996;1.25;17;3;3;3;0;0;0;0;0;0;2008.11167;0
http://www.wikidata.org/entity/Q101496246;On an anti-Ramsey threshold for sparse graphs with one triangle;10.1002/JGT.22150;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496249;A note on conjugate distributions for copulas;10.1002/MMA.3394;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496251;Tight Hamilton Cycles in Random Hypergraphs;10.1002/RSA.20519;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496253;An Improved Upper Bound on the Density of Universal Random Graphs;10.1002/RSA.20545;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496255;Chromatic thresholds in sparse random graphs;10.1002/RSA.20709;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496264;Powers of Hamilton cycles in pseudorandom graphs;10.1007/S00493-015-3228-2;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496266;Discrepancy and eigenvalues of Cayley graphs;10.1007/S10587-016-0302-X;;1602.02291;0;0.50;4;2;2;2;0;0;0;0;0;0;1602.02291;0
http://www.wikidata.org/entity/Q101496269;Finite Cycle Gibbs Measures on Permutations of Zd;10.1007/S10955-014-1169-6;;1407.6542;0;1.00;2;3;3;4;0;0;0;0;0;0;1407.6542;0
http://www.wikidata.org/entity/Q101496271;Potential Well Spectrum and Hitting Time in Renewal Processes;10.1007/S10955-015-1216-Y;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496273;Information Transmission and Criticality in the Contact Process;10.1007/S10955-017-1854-3;;1705.11150;0;0.50;11;2;2;2;0;0;0;0;0;0;1705.11150;0
http://www.wikidata.org/entity/Q101496276;Discrete One-Dimensional Coverage Process on a Renewal Process;10.1007/S10955-018-2138-2;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496279;Interacting Diffusions on Random Graphs with Diverging Average Degrees: Hydrodynamics and Large Deviations;10.1007/S10955-019-02332-1;;1807.06898;0;0.50;5;2;2;2;0;0;0;0;0;0;1807.06898;0
http://www.wikidata.org/entity/Q101496281;Microwave-Assisted Growth of Silver Nanoparticle Films with Tunable Plasmon Properties and Asymmetrical Particle Geometry for Applications as Radiation Sensors;10.1007/S11468-020-01150-6;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496283;Nonparametric statistics of dynamic networks with distinguishable nodes;10.1007/S11749-017-0524-8;;1408.3584;0;1.85;8;4;4;6;0;0;0;0;0;0;1408.3584;0
http://www.wikidata.org/entity/Q101496286;Edge-Colorings of Uniform Hypergraphs Avoiding Monochromatic Matchings;10.1016/J.DISC.2014.10.004;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496288;On hypergraphs without loose cycles;10.1016/J.DISC.2017.12.015;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496290;On an Anti-Ramsey Threshold for Random Graphs;10.1016/J.EJC.2014.02.004;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496293;A note on supersaturated set systems;10.1016/J.EJC.2015.03.028;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496296;Asymptotic enumeration of sparse uniform hypergraphs with given degrees;10.1016/J.EJC.2015.06.004;;1306.2012;0;0.25;7;1;1;1;0;0;0;0;0;0;1306.2012;0
http://www.wikidata.org/entity/Q101496298;Densities in large permutations and parameter testing;10.1016/J.EJC.2016.09.006;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496300;Counting results for sparse pseudorandom hypergraphs II;10.1016/J.EJC.2017.04.007;;1602.08784;0;0.50;5;2;2;2;0;0;0;0;0;0;1602.08784;0
http://www.wikidata.org/entity/Q101496303;A counting lemma for sparse pseudorandom hypergraphs;10.1016/J.ENDM.2015.07.070;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496306;On the number of r-transitive orientations of G(n,p);10.1016/J.ENDM.2017.06.046;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496311;Estimating the distance to a hereditary graph property;10.1016/J.ENDM.2017.07.014;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496316;Independence tests for continuous random variables based on the longest increasing subsequence;10.1016/J.JMVA.2014.02.010;;;0;5.00;14;0;2;2;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496321;A model selection approach for multiple sequence segmentation and dimensionality reduction;10.1016/J.JMVA.2018.05.006;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496324;ESR dating of late Quaternary megafauna fossils from João Dourado, Bahia, Brazil;10.1016/J.JSAMES.2020.102586;;;0;3.00;11;0;2;2;0;0;0;0;0;0;0;2
http://www.wikidata.org/entity/Q101496329;A simple centrality index for scientific social recognition;10.1016/J.PHYSA.2017.08.072;;;0;11.00;36;1;6;6;0;1;0;0;0;0;0;3
http://www.wikidata.org/entity/Q101496333;Potential properties of L-Asparagine for ESR dosimetry applications;10.1016/J.RADPHYSCHEM.2020.109204;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496340;Dynamic uniqueness for stochastic chains with unbounded memory;10.1016/J.SPA.2017.06.004;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496343;Fluctuations for spatially extended Hawkes processes;10.1016/J.SPA.2020.03.015;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496346;Stochastic Ising model with plastic interactions;10.1016/J.SPL.2016.11.028;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496351;The randomly fluctuating hyperrectangles are spatially monotone;10.1016/J.SPL.2017.07.016;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496353;Exponential inequality for chaos based on sampling without replacement;10.1016/J.SPL.2018.11.003;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496354;The History of Writing Reflects the Effects of Education on Discourse Structure: Implications for Literacy, Orality, Psychosis and the Axial Age;10.1016/J.TINE.2020.100142;;;33303107;24.25;80;17;18;22;1;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496356;On the Number of Bh-Sets;10.1017/S0963548315000206;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496358;Triangle-Free Subgraphs of Random Graphs;10.1017/S0963548317000219;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496361;Invasion percolation solves Fermi Paradox but challenges SETI projects;10.1017/S1473550418000101;;;0;3.75;6;1;5;6;0;0;0;0;0;0;0;3
http://www.wikidata.org/entity/Q101496364;A copula model to analyze minimum admission scores;10.1063/1.4825799;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496365;Copula based model correction for bivariate Bernoulli financial series;10.1063/1.4825801;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496369;Combining multivariate Markov chains;10.1063/1.4912373;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496371;Independence test for sparse data;10.1063/1.4951925;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496373;Local optima of the Sherrington-Kirkpatrick Hamiltonian;10.1063/1.5020662;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496375;Aggregated functional data model for near-infrared spectroscopy calibration and prediction;10.1080/02664763.2014.938224;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496376;Long-range dependence and approximate Bayesian computation;10.1080/03610918.2014.995816;;;0;0.50;4;1;1;1;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496378;Robust Model Selection for Stochastic Processes;10.1080/03610926.2013.851220;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496380;Modeling of Acoustic Signal Energies with a Generalized Frank Copula. A Linguistic Conjecture is Reviewed;10.1080/03610926.2013.866248;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496383;A copula-based partition Markov procedure;10.1080/03610926.2017.1359291;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496384;The maximum size of a non-trivial intersecting uniform family that is not a subfamily of the Hilton–Milner family;10.1090/PROC/13221;;1509.05464;0;0.50;3;2;2;2;0;0;0;0;0;0;1509.05464;0
http://www.wikidata.org/entity/Q101496389;A Public Database on Traumatic Brachial Plexus Injury;10.1101/399824;;;0;1.50;5;4;5;5;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496395;Rényi Entropies and Large Deviations for the First Match Function;10.1109/TIT.2015.2406695;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496397;Stochastic Processes With Random Contexts: A Characterization and Adaptive Estimators for the Transition Probabilities;10.1109/TIT.2015.2496200;;1309.2819;0;0.25;4;1;1;1;0;0;0;0;0;0;1309.2819;0
http://www.wikidata.org/entity/Q101496399;The Shortest Possible Return Time of B-Mixing Processes;10.1109/TIT.2017.2757494;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496400;Estimation of the Number of Communities in the Stochastic Block Model;10.1109/TIT.2020.3016331;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496403;A Test of Hypotheses for Random Graph Distributions Built from EEG Data;10.1109/TNSE.2017.2674026;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496404;Independent block identification in multivariate time series;10.1111/JTSA.12553;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496406;"Verbal Short‐Term Memory Underlies Typical Development of ""Thought Organization"" Measured as Speech Connectedness";10.1111/MBE.12208;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496408;The number of Bh-sets of a given cardinality;10.1112/PLMS.12082;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496409;Minimum number of edges in a hypergraph guaranteeing a perfect fractional matching and the MMS conjecture;10.1134/S0032946014040048;;;0;2.50;6;0;1;1;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496412;Fractional matchings in hypergraphs;10.1134/S0032946015010032;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496416;Extragradient Method with Variance Reduction for Stochastic Variational Inequalities;10.1137/15M1031953;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496418;Infinite Sidon Sets Contained in Sparse Random Sets of Integers;10.1137/17M1114934;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496421;Variance-Based Extragradient Methods with Line Search for Stochastic Variational Inequalities;10.1137/17M1144799;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496423;Character networks and book genre classification;10.1142/S012918311950058X;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496425;Anticipated Synchronization and Zero-Lag Phases in Population Neural Models;10.1142/S0218127418300252;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496428;Almost sure convergence of the clustering factor in α-mixing processes;10.1142/S0219493716600169;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496430;Teste de hipóteses para grafos aleatórios com aplicação à neurociência;10.11606/D.45.2014.TDE-12052014-223530;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496431;Brain functional connectivity in regions that exhibit age-related cortical thinning;10.11606/D.59.2018.TDE-17042018-130342;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496433;Modelagem estocástica de uma população de neurônios;10.11606/T.45.2014.TDE-22092014-090046;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496435;Teoremas fundamentais para o caminho mais curto entre duas sequências;10.11606/T.45.2015.TDE-16072015-154752;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496436;Processos de salto com memória de alcance variável;10.11606/T.45.2016.TDE-24032016-164013;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496438;Model selection for discrete Markov random fields on graphs;10.11606/T.45.2018.TDE-02022018-151123;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496440;Statistical inference on random graphs and networks;10.11606/T.45.2018.TDE-04042018-094802;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496443;Yaglom Limit via Holley Inequality;10.1214/14-BJPS269;;1410.1976;0;0.50;1;2;2;2;0;0;0;0;0;0;1410.1976;0
http://www.wikidata.org/entity/Q101496447;Nonparametric Statistical Inference for the Context Tree of a Stationary Ergodic Process;10.1214/15-EJS1065;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496449;Sub-Gaussian mean estimators;10.1214/16-AOS1440;;;0;10.00;44;0;4;4;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496452;On the estimation of the mean of a random vector;10.1214/17-EJS1228;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496456;A note on monotonicity of spatial epidemic models;10.1214/18-BJPS406;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496459;Interacting diffusions on sparse graphs: hydrodynamics from local weak limits;10.1214/20-EJP505;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496462;Granger causality in the frequency domain: derivation and applications;10.1590/1806-9126-RBEF-2020-0007;;2106.03990;0;1.00;33;3;3;3;0;0;0;0;0;0;2106.03990;0
http://www.wikidata.org/entity/Q101496465;Perfil dos adolescentes em conflito com a lei que entraram no Instituto Socioeducativo do Estado do Espírito Santo (IASES) em 2014;10.17063/BJFS6(1)Y2016145;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496467;Selective Inhibition of Mirror Invariance for Letters Doubles Reading Fluency;10.2139/SSRN.3542580;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496469;Evidence of Sleep Cycle Analogous to Vertebrate SWS/REM Alternation in the Octopus;10.2139/SSRN.3640822;;;0;0.50;6;1;1;1;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496470;Dynamical neuronal gains produce self-organized criticality in stochastic spiking neural networks.;10.3389/CONF.FNINF.2016.20.00059;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496473;Vertical Guided Bone Augmentation Using Titanium Mesh Domes Coated with Natural Latex Extracted from Hevea brasiliensis;10.3390/COATINGS10060595;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496475;Bayesian Inference on the Memory Parameter for Gamma-Modulated Regression Models;10.3390/E17106576;;;0;0.25;8;1;1;1;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496478;On the Number of Orientations of Random Graphs with no Directed Cycles of a Given Length;10.37236/3699;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496480;Uma Plataforma Computacional para a Construção de Bancos de Dados para Experimentos de Neurociência;10.5753/BRESCI.2018.3275;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496482;Número de Ramsey relativo a arestas de potências de caminhos;10.5753/ETC.2017.3198;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496484;Utilizando álgebras de flags para problemas de combinatória extremal;10.5753/ETC.2017.3200;;;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496488;Markov Approximations of chains of infinite order in the d-metric;10.48550/ARXIV.1107.4353;;1107.4353;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
http://www.wikidata.org/entity/Q101496492;Attractive regular stochastic chains: perfect simulation and phase transition;10.1017/ETDS.2013.7;;1110.6530;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0
